id,bt_random,time_random
020469,0,0
020470,0,0.009973
020471,0,0.010434
020472,0,0.010373
020473,0,0.009967
020474,0,0.009945
020475,0,0.009615
020476,0,0.01034
020477,0,0.009665
020478,0,0.00995
020479,0,0.010355
020480,0,0.010012
020481,0,0
020482,0,0.029875
020483,0,0.009905
020484,0,0.009967
020485,0,0.009626
020486,0,0.009976
020487,0,0.019941
020488,0,0.009972
020489,0,0.009977
020490,0,0.009965
020491,0,0.019961
020492,0,0.009958
020493,0,0.009983
020494,0,0
020495,0,0
020496,0,0
020497,0,0
020498,0,0.009998
020499,0,0.010321
020500,0,0.010355
020501,0,0.00998
020502,0,0.010354
020503,0,0.010334
020504,0,0
020505,0,0.020391
020506,0,0.009977
020507,0,0.010036
020508,0,0.030325
020509,0,0.010459
020510,0,0.009939
020511,0,0.010375
020512,0,0.009981
020513,0,0.009973
020514,0,0.009886
020515,0,0.010002
020516,0,0.009913
020517,0,0.009583
020518,0,0.019929
020519,0,0.009964
020520,0,0.0199
020521,0,0.00999
020522,0,0
020523,0,0.010374
020524,0,0.009598
020525,0,0.009611
020526,0,0.00961
020527,0,0.00999
020528,0,0.009607
020529,0,0.009953
020530,0,0.010345
020531,0,0.009978
020532,0,0.00998
020533,0,0.009984
020534,0,0.010349
020535,0,0
020536,0,0
020537,0,0.00986
020538,0,0.009539
020539,0,0.009964
020540,0,0.010363
020541,0,0
020542,0,0.00954
020543,0,0.009608
020544,0,0.010339
020545,0,0.009569
020546,0,0.009826
020547,0,0.010018
020548,0,0.010363
020549,0,0.010422
020550,0,0
020551,0,0
020552,0,0.009967
020553,0,0.01035
020554,0,0.009868
020555,0,0.009608
020556,0,0.01034
020557,0,0.010007
020558,0,0.019901
020559,0,0
020560,0,0
020561,0,0.009928
020562,0,0.010327
020563,0,0.010234
020564,0,0.009543
020565,0,0.00973
020566,0,0.009971
020567,0,0.009983
020568,0,0.009719
020569,0,0.010359
020570,0,0
020571,0,0.009876
020572,0,0.009869
020573,0,0.009984
020574,0,0.009967
020575,0,0
020576,0,0.010366
020577,0,0.009946
020578,0,0.009658
020579,0,0.009685
020580,0,0.019939
020581,0,0.010001
020582,0,0.009958
020583,0,0.009967
020584,0,0.01031
020585,0,0
020586,0,0.010365
020587,0,0.019694
020588,0,0.010019
020589,0,0.010351
020590,0,0.010012
020591,0,0.009969
020592,0,0.009941
020593,0,0.010125
020594,0,0.019901
020595,0,0.02992
020596,0,0.019942
020597,0,0.009973
020598,0,0.009966
020599,0,0.009972
020600,0,0.009994
020601,0,0
020602,0,0
020603,0,0.009971
020604,0,0
020605,0,0.049456
020606,0,0.009975
020607,0,0.009973
020608,0,0.009988
020609,0,0.009992
020610,0,0.009982
020611,0,0
020612,0,0.00997
020613,0,0.009975
020614,0,0.009986
020615,0,0.009973
020616,0,0.009966
020617,0,0.019928
020618,0,0.009897
020619,0,0.009967
020620,0,0.009977
020621,0,0.009973
020622,0,0.009964
020623,0,0.009961
020624,0,0.009976
020625,0,0.009972
020626,0,0.009974
020627,0,0.009964
020628,0,0.009973
020629,0,0.009961
020630,0,0.009975
020631,0,0.00993
020632,0,0.009996
020633,0,0.009948
020634,0,0.010373
020635,0,0.010351
020636,0,0.009971
020637,0,0
020638,0,0.010018
020639,0,0.009948
020640,0,0.010051
020641,0,0.009597
020642,0,0.010333
020643,0,0.01001
020644,0,0.009953
020645,0,0.009967
020646,0,0.009601
020647,0,0.009974
020648,0,0.009921
020649,0,0.010341
020650,0,0
020651,0,0.009622
020652,0,0.01038
020653,0,0.010346
020654,0,0.00967
020655,0,0.010351
020656,0,0.010204
020657,0,0
020658,0,0.009563
020659,0,0.009982
020660,0,0.010219
020661,0,0.019604
020662,0,0.009978
020663,0,0.010087
020664,0,0.010335
020665,0,0.009983
020666,0,0.009954
020667,0,0.00999
020668,0,0.010004
020669,0,0.009969
020670,0,0.009893
020671,0,0
020672,0,0.010015
020673,0,0
020674,0,0.009841
020675,0,0.010292
020676,0,0
020677,0,0.010056
020678,0,0.010022
020679,0,0
020680,0,0.009982
020681,0,0
020682,0,0.009914
020683,0,0.009985
020684,0,0.009987
020685,0,0
020686,0,0.009969
020687,0,0
020688,0,0.009587
020689,0,0.009972
020690,0,0.010226
020691,0,0.009799
020692,0,0.009969
020693,0,0
020694,0,0.010031
020695,0,0
020696,0,0.00995
020697,0,0.009593
020698,0,0
020699,0,0.009966
020700,0,0
020701,0,0.009544
020702,0,0.009939
020703,0,0.010017
020704,0,0.009986
020705,0,0.009951
020706,0,0.009764
020707,0,0.010074
020708,0,0.009977
020709,0,0.009981
020710,0,0.010054
020711,0,0.009985
020712,0,0
020713,0,0
020714,0,0.009977
020715,0,0.019901
020716,0,0.009966
020717,0,0.009975
020718,0,0.019958
020719,0,0.010374
020720,0,0
020721,0,0.009601
020722,0,0.009552
020723,0,0.009962
020724,0,0.010244
020725,0,0.00977
020726,0,0.010233
020727,0,0.010357
020728,0,0.009963
020729,0,0
020730,0,0.009849
020731,0,0.009811
020732,0,0.009693
020733,0,0.009549
020734,0,0.010361
020735,0,0.009766
020736,0,0.00995
020737,0,0.00959
020738,0,0.009972
020739,0,0.010333
020740,0,0.010018
020741,0,0.009975
020742,0,0.009591
020743,0,0.009613
020744,0,0.009925
020745,0,0.009586
020746,0,0.010013
020747,0,0.009705
020748,0,0.009586
020749,0,0.009976
020750,0,0.009963
020751,0,0.010344
020752,0,0.019819
020753,0,0.009957
020754,0,0.010357
020755,0,0.009969
020756,0,0.009939
020757,0,0.029534
020758,0,0.009973
020759,0,0.009993
020760,0,0.009974
020761,0,0.020045
020762,0,0.01001
020763,0,0.010325
020764,0,0
020765,0,0.009982
020766,0,0.009961
020767,0,0.009581
020768,0,0.0096
020769,0,0.009951
020770,0,0.00961
020771,0,0.009987
020772,0,0.009938
020773,0,0.00999
020774,0,0
020775,0,0.009995
020776,0,0.010343
020777,0,0.009965
020778,0,0.009989
020779,0,0.009971
020780,0,0.009994
020781,0,0.009957
020782,0,0
020783,0,0.009578
020784,0,0.010333
020785,0,0.009979
020786,0,0.009996
020787,0,0
020788,0,0
020789,0,0.010356
020790,0,0.01034
020791,0,0.010326
020792,0,0.009972
020793,0,0.009968
020794,0,0.010074
020795,0,0.00958
020796,0,0.009974
020797,0,0
020798,0,0
020799,0,0.019599
020800,0,0.00997
020801,0,0.009968
020802,0,0.010007
020803,0,0.019562
020804,0,0.009983
020805,0,0.009985
020806,0,0.019943
020807,0,0.009992
020808,0,0.039908
020809,0,0.029914
020810,0,0.019855
020811,0,0.019912
020812,0,0.009987
020813,0,0.019937
020814,0,0.01995
020815,0,0.009553
020816,0,0.010339
020817,0,0.010343
020818,0,0.010375
020819,0,0.010353
020820,0,0.010335
020821,0,0.009973
020822,0,0
020823,0,0.009969
020824,0,0.009592
020825,0,0.029911
020826,0,0.00962
020827,0,0.009979
020828,0,0
020829,0,0.009985
020830,0,0.009961
020831,0,0.009977
020832,0,0.009974
020833,0,0.019944
020834,0,0.009975
020835,0,0.00998
020836,0,0.009976
020837,0,0.01995
020838,0,0.009978
020839,0,0.009963
020840,0,0.009972
020841,0,0.01993
020842,0,0.01996
020843,0,0.019942
020844,0,0.019932
020845,0,0.009959
020846,0,0
020847,0,0.009954
020848,0,0.019947
020849,0,0.039893
020850,0,0.039901
020851,0,0.009931
020852,0,0.009964
020853,0,0.00996
020854,0,0
020855,0,0
020856,0,0.009975
020857,0,0.009975
020858,0,0.009956
020859,0,0.009966
020860,0,0.009967
020861,0,0
020862,0,0.009983
020863,0,0.009985
020864,0,0.009966
020865,0,0.009975
020866,0,0.009978
020867,0,0.01993
020868,0,0.009978
020869,0,0.019948
020870,0,0.009966
020871,0,0.009964
020872,0,0.009966
020873,0,0.009978
020874,0,0.009988
020875,0,0.009964
020876,0,0.009972
020877,0,0.009974
020878,0,0.009977
020879,0,0
020880,0,0.009967
020881,0,0.009975
020882,0,0.00997
020883,0,0.009975
020884,0,0.009968
020885,0,0.00997
020886,0,0.009976
020887,0,0.009976
020888,0,0
020889,0,0.009973
020890,0,0.009969
020891,0,0.00997
020892,0,0.009973
020893,0,0.009979
020894,0,0.009963
020895,0,0
020896,0,0
020897,0,0.009597
020898,0,0.010381
020899,0,0
020900,0,0.00997
020901,0,0.00999
020902,0,0.00957
020903,0,0.009602
020904,0,0
020905,0,0.009943
020906,0,0.009554
020907,0,0.009691
020908,0,0.009694
020909,0,0.009972
020910,0,0.010351
020911,0,0.009575
020912,0,0.009978
020913,0,0
020914,0,0.009606
020915,0,0
020916,0,0.010196
020917,0,0
020918,0,0
020919,0,0.009609
020920,0,0.010328
020921,0,0.009981
020922,0,0.009982
020923,0,0.009564
020924,0,0.01
020925,0,0.009941
020926,0,0.009607
020927,0,0.009584
020928,0,0
020929,0,0.019937
020930,0,0.00994
020931,0,0.009965
020932,0,0.00996
020933,0,0.009984
020934,0,0.009982
020935,0,0.010271
020936,0,0.009662
020937,0,0.009942
020938,0,0.010341
020939,0,0.00999
020940,0,0.01996
020941,0,0.010328
020942,0,0.010334
020943,0,0
020944,0,0.009932
020945,0,0.010344
020946,0,0.009968
020947,0,0.010009
020948,0,0.009888
020949,0,0.009608
020950,0,0.010355
020951,0,0.01021
020952,0,0.009609
020953,0,0.010067
020954,0,0
020955,0,0.009585
020956,0,0.009972
020957,0,0.00998
020958,0,0.009989
020959,0,0.009568
020960,0,0.01034
020961,0,0
020962,0,0.01
020963,0,0.010343
020964,0,0.010374
020965,0,0.009968
020966,0,0.009972
020967,0,0.010236
020968,0,0.009931
020969,0,0.009963
020970,0,0.009962
020971,0,0.010014
020972,0,0
020973,0,0.00999
020974,0,0
020975,0,0
020976,0,0.009985
020977,0,0.009985
020978,0,0.009712
020979,0,0.010237
020980,0,0.009983
020981,0,0.010345
020982,0,0.009972
020983,0,0.010002
020984,0,0.009937
020985,0,0.009985
020986,0,0.01
020987,0,0.009972
020988,0,0
020989,0,0.009973
020990,0,0.009967
020991,0,0.009984
020992,0,0
020993,0,0.009965
020994,0,0.009978
020995,0,0.009964
020996,0,0.009979
020997,0,0
020998,0,0
020999,0,0.00998
021000,0,0.009981
030001,0,0.019933
030002,0,0.019944
030003,0,0.019954
030004,0,0.019951
030005,0,0.019944
030006,0,0.019944
030007,0,0.019932
030008,0,0.019937
030009,0,0.009961
030010,0,0.009975
030011,0,0.019951
030012,0,0.019939
030013,0,0.019959
030014,0,0.019931
030015,1,0.019943
030016,0,0.009961
030017,0,0.009948
030018,0,0.019953
030019,0,0.019932
030020,0,0.009981
030021,0,0.009975
030022,0,0.009974
030023,1,0.009979
030024,0,0.019952
030025,0,0.019918
030026,0,0.019949
030027,0,0.019945
030028,0,0.019957
030029,0,0.029947
030030,0,0.009979
030031,0,0.019935
030032,0,0.009962
030033,0,0.019936
030034,0,0.019947
030035,0,0.01994
030036,0,0.019948
030037,0,0.009967
030038,0,0.019942
030039,0,0.009974
030040,0,0.02031
030041,0,0.019909
030042,0,0.020178
030043,0,0.010344
030044,0,0.010001
030045,0,0.010334
030046,1,0.019941
030047,0,0.02036
030048,0,0.009973
030049,0,0.010362
030050,0,0.009967
030051,0,0.029932
030052,0,0.020311
030053,0,0.02034
030054,0,0.009972
030055,0,0.00998
030056,0,0.020227
030057,0,0.020292
030058,0,0.020315
030059,0,0.01997
030060,0,0.009969
030061,0,0.009571
030062,0,0.029923
030063,0,0.020311
030064,0,0.009983
030065,0,0.020395
030066,0,0.010212
030067,0,0.009976
030068,0,0.010242
030069,0,0.010329
030070,0,0.019934
030071,0,0.010332
030072,0,0.020346
030073,0,0.019942
030074,1,0.010252
030075,0,0.019953
030076,0,0.019952
030077,0,0.019795
030078,0,0.009983
030079,0,0.019551
030080,0,0.009961
030081,0,0.010406
030082,0,0.010221
030083,0,0.019934
030084,0,0.009989
030085,1,0.020382
030086,1,0.019958
030087,0,0.010353
030088,0,0.020411
030089,0,0.020211
030090,0,0.020296
030091,0,0.020329
030092,0,0.009987
030093,0,0.009975
030094,0,0.010436
030095,0,0.009707
030096,0,0.019939
030097,0,0.019543
030098,0,0.01994
030099,1,0.029966
030100,0,0.029911
030101,0,0.119667
030102,0,0.019932
030103,0,0.019928
030104,0,0.009975
030105,0,0.019926
030106,0,0.019948
030107,0,0.019943
030108,0,0.009974
030109,0,0.009976
030110,0,0.009962
030111,0,0.019926
030112,0,0.019944
030113,0,0.009973
030114,0,0.019946
030115,0,0.019949
030116,0,0.019958
030117,0,0.009959
030118,0,0.009979
030119,0,0.019941
030120,0,0.009972
030121,0,0.019929
030122,0,0.019956
030123,0,0.019934
030124,0,0.009961
030125,0,0.019938
030126,0,0.009964
030127,0,0.009953
030128,0,0.019948
030129,0,0.019937
030130,0,0.009976
030131,0,0.01023
030132,0,0.019974
030133,0,0.019926
030134,1,0.019935
030135,0,0.019955
030136,0,0.009984
030137,1,0.019951
030138,0,0.010351
030139,0,0.019952
030140,0,0.009957
030141,0,0.009963
030142,0,0.019944
030143,0,0.01994
030144,0,0.00997
030145,0,0.019953
030146,0,0.009962
030147,0,0.009979
030148,0,0.019957
030149,0,0.019938
030150,0,0.009967
030151,0,0.019945
030152,0,0.00997
030153,0,0.009988
030154,0,0.019951
030155,0,0.019954
030156,0,0.019933
030157,0,0.019949
030158,0,0.019956
030159,0,0.019948
030160,0,0.01996
030161,0,0.009964
030162,0,0.019932
030163,0,0.019931
030164,0,0.019938
030165,0,0.019946
030166,0,0.019952
030167,0,0.009977
030168,1,0.019953
030169,0,0.009972
030170,0,0.00996
030171,0,0.019948
030172,0,0.01996
030173,0,0.009948
030174,0,0.019953
030175,0,0.019946
030176,0,0.019937
030177,0,0.019943
030178,0,0.01994
030179,0,0.019951
030180,0,0.009978
030181,0,0.019931
030182,0,0.019949
030183,0,0.019957
030184,0,0.009981
030185,0,0.009975
030186,0,0.019948
030187,0,0.010235
030188,0,0.009982
030189,1,0.02027
030190,0,0.019657
030191,0,0.020375
030192,0,0.020329
030193,0,0.020296
030194,0,0.020223
030195,0,0.01022
030196,0,0.020242
030197,0,0.009972
030198,1,0.01024
030199,0,0.020212
030200,0,0.009716
030201,0,0.010343
030202,0,0.010235
030203,0,0.009957
030204,0,0.020196
030205,0,0.020174
030206,0,0.009967
030207,0,0.020317
030208,0,0.009589
030209,1,0.009972
030210,0,0.009963
030211,0,0.019941
030212,0,0.019933
030213,0,0.029924
030214,0,0.009963
030215,0,0.020294
030216,0,0.01997
030217,0,0.009959
030218,0,0.009965
030219,0,0.020139
030220,0,0.020188
030221,0,0.020211
030222,0,0.019948
030223,0,0.010358
030224,0,0.00997
030225,0,0.020259
030226,0,0.009974
030227,0,0.010247
030228,0,0.009999
030229,0,0.020216
030230,0,0.01022
030231,0,0.020283
030232,0,0.010234
030233,0,0.00972
030234,0,0.029929
030235,0,0.019828
030236,0,0.02032
030237,1,0.020211
030238,0,0.010212
030239,0,0.010244
030240,0,0.010311
030241,0,0.00998
030242,0,0.009975
030243,0,0.009969
030244,0,0.00996
030245,0,0.01034
030246,0,0.020223
030247,0,0.010354
030248,0,0.020358
030249,0,0.009972
030250,0,0.019932
030251,0,0.019937
030252,0,0.019967
030253,0,0.009983
030254,0,0.020295
030255,0,0.019946
030256,0,0.010306
030257,0,0.010222
030258,0,0.010371
030259,0,0.01033
030260,0,0.020317
030261,0,0.010379
030262,0,0.01024
030263,0,0.009952
030264,0,0.010306
030265,0,0.010303
030266,0,0.019545
030267,0,0.019962
030268,0,0.019937
030269,0,0.009979
030270,0,0.009973
030271,0,0.020382
030272,0,0.010238
030273,0,0.01022
030274,0,0.020199
030275,0,0.020345
030276,0,0.009982
030277,0,0.020288
030278,0,0.010328
030279,0,0.019614
030280,0,0.020349
030281,0,0.019936
030282,0,0.010222
030283,0,0.009969
030284,0,0.019696
030285,0,0.010242
030286,0,0.010429
030287,0,0.019937
030288,0,0.020378
030289,0,0.019947
030290,0,0.019927
030291,0,0.029918
030292,0,0.019615
030293,0,0.009563
030294,1,0.02019
030295,0,0.019867
030296,0,0.019939
030297,0,0.02032
030298,0,0.020243
030299,0,0.009968
030300,1,0.010353
030301,0,0.00998
030302,0,0.019873
030303,0,0.020398
030304,0,0.010236
030305,0,0.010071
030306,0,0.010108
030307,1,0.019948
030308,0,0.009967
030309,0,0.020267
030310,0,0.02992
030311,1,0.019935
030312,0,0.020336
030313,0,0.009738
030314,0,0.009937
030315,1,0.019941
030316,0,0.019946
030317,0,0.019961
030318,0,0.009955
030319,0,0.009971
030320,0,0.009625
030321,0,0.010347
030322,0,0.0299
030323,0,0.019967
030324,0,0.029925
030325,0,0.0299
030326,0,0.019954
030327,0,0.019924
030328,0,0.019941
030329,0,0.009963
030330,0,0.009968
030331,0,0.009963
030332,0,0.009964
030333,0,0.039885
030334,0,0.019953
030335,0,0.019931
030336,0,0.009964
030337,0,0.009979
030338,0,0.009978
030339,0,0.019945
030340,0,0.019943
030341,0,0.019947
030342,0,0.009979
030343,0,0.00997
030344,0,0.019952
030345,0,0.019941
030346,0,0.019929
030347,0,0.009955
030348,0,0.019948
030349,0,0.019945
030350,0,0.01995
030351,0,0.009974
030352,0,0.009959
030353,0,0.009977
030354,0,0.009987
030355,0,0.009978
030356,0,0.019963
030357,0,0.019932
030358,0,0.009958
030359,0,0.019962
030360,0,0.009977
030361,0,0.019938
030362,1,0.019941
030363,0,0.01996
030364,1,0.019938
030365,0,0.009983
030366,0,0.019944
030367,0,0.009967
030368,0,0.019952
030369,0,0.019931
030370,0,0.009979
030371,0,0.009976
030372,0,0.009968
030373,0,0.009979
030374,0,0.019937
030375,0,0.009985
030376,0,0.009982
030377,0,0.009972
030378,0,0.019936
030379,0,0.019951
030380,0,0.019948
030381,0,0.009989
030382,0,0.009982
030383,0,0.009973
030384,0,0.009885
030385,0,0.019945
030386,0,0.019938
030387,0,0.009975
030388,0,0.009968
030389,0,0.009969
030390,0,0.019945
030391,0,0.019942
030392,0,0.019942
030393,0,0.009982
030394,0,0.029938
030395,0,0.009978
030396,0,0.019943
030397,0,0.029908
030398,0,0.019913
030399,0,0.009952
030400,0,0.009979
030401,0,0.009962
030402,0,0.019936
030403,0,0.019954
030404,0,0.019943
030405,0,0.019956
030406,0,0.029929
030407,0,0.019944
030408,0,0.039892
030409,0,0.029929
030410,0,0.019935
030411,0,0.009978
030412,1,0.009963
030413,0,0.019944
030414,1,0.019953
030415,0,0.019925
030416,0,0.009982
030417,0,0.019939
030418,0,0.01994
030419,0,0.019943
030420,0,0.009962
030421,0,0.009976
030422,0,0.019944
030423,0,0.009975
030424,0,0.019938
030425,0,0.009982
030426,0,0.029906
030427,0,0.00996
030428,0,0.029934
030429,0,0.019927
030430,0,0.019947
030431,0,0.009974
030432,0,0.019941
030433,0,0.009972
030434,0,0.009973
030435,0,0.009967
030436,0,0.00998
030437,0,0.019938
